Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Discount tier 1 (min qty) (product.metafields.custom.discount_tier1_qty),Discount tier 2 (min qty) (product.metafields.custom.discount_tier2_qty),Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Scent (product.metafields.shopify.scent),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ekco-clip-black-mint,ëkco clip black / mint,"<p class=""s13""><span class=""s4"">ëkco clip</span><span class=""s4""> is an innovative toilet bowl freshener clip, designed to provide continuous odor control and keep toilet cubicles fresh. Made from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual fragrance release for up to 30 days, offering effective and long-lasting freshness. Its flexible design allows it to adapt to most toilet bowl types, ensuring easy application and optimal fragrance diffusion.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">ëkco clip</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in an eco-friendly cellophane bag, reducing environmental impact.</span></p>
<p class=""s14""><strong><span class=""s2"">ëkco clip</span><span class=""s2""> offers a simple, effective, and eco-friendly solution for maintaining a fresh restroom environment.</span></strong></p>
<p class=""s14""><span> <img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_4623b21e-b090-4376-bd1d-5e4e3ab3fdb8.jpg?v=1773613427"" alt=""""></span></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9""><span class=""s4"">Effective odor protection</span></li>
<li class=""s9""><span class=""s4"">Unique design for optimal fragrance release</span></li>
<li class=""s9"">
<span class=""s8"">F</span><span class=""s4"">ragrance release for up to 30 days</span>
</li>
<li class=""s9"">
<span class=""s4"">Flexible shape fits almost all toilet </span><span class=""s4"">bowl </span><span class=""s4"">types</span>
</li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s9"">
<span class=""s4"">Significant cost savings</span><span class=""s4""> on toilet fragrancing</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly</span><span class=""s4""> water sources</span>
</li>
<li class=""s9""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,TBC-7BK,33.0,shopify,182,deny,manual,4.39,,true,true,,,,,TBC-7BK,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-7BK-V1.jpg?v=1771490202,1,"",false,,,1746,,,,new,,,,,,,10,20,,,,,,black-mint,,mint,,,,,,g,,,active
ekco-clip-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-7BK-V3.jpg?v=1771490206,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekco-clip-black-mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-7BK-V2.jpg?v=1771490205,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekco-clip-clear-tropical-fruit,ëkco clip clear / tropical fruit,"<p class=""s13""><span class=""s4"">ëkco clip</span><span class=""s4""> is an innovative toilet bowl freshener clip, designed to provide continuous odor control and keep toilet cubicles fresh. Made from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual fragrance release for up to 30 days, offering effective and long-lasting freshness. Its flexible design allows it to adapt to most toilet bowl types, ensuring easy application and optimal fragrance diffusion.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">ëkco clip</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in an eco-friendly cellophane bag, reducing environmental impact.</span></p>
<p class=""s14""><strong><span class=""s2"">ëkco clip</span><span class=""s2""> offers a simple, effective, and eco-friendly solution for maintaining a fresh restroom environment.</span></strong></p>
<p class=""s14""><span> <img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_4623b21e-b090-4376-bd1d-5e4e3ab3fdb8.jpg?v=1773613427"" alt=""""></span></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9""><span class=""s4"">Effective odor protection</span></li>
<li class=""s9""><span class=""s4"">Unique design for optimal fragrance release</span></li>
<li class=""s9"">
<span class=""s8"">F</span><span class=""s4"">ragrance release for up to 30 days</span>
</li>
<li class=""s9"">
<span class=""s4"">Flexible shape fits almost all toilet </span><span class=""s4"">bowl </span><span class=""s4"">types</span>
</li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s9"">
<span class=""s4"">Significant cost savings</span><span class=""s4""> on toilet fragrancing</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly</span><span class=""s4""> water sources</span>
</li>
<li class=""s9""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,TBC-6C,33.0,shopify,442,deny,manual,4.39,,true,true,,,,,TBC-6C,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-6C-V1.jpg?v=1771490200,1,"",false,,,1746,,,,new,,,,,,,10,20,,,,,,clear-tropical-fruit,,tropical-fruit,,,,,,g,,,active
ekco-clip-clear-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-6C-V3.jpg?v=1771490205,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekco-clip-clear-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-6C-V2.jpg?v=1771490203,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekco-clip-orange-tropical-fruit,ëkco clip orange / tropical fruit,"<p class=""s13""><span class=""s4"">ëkco clip</span><span class=""s4""> is an innovative toilet bowl freshener clip, designed to provide continuous odor control and keep toilet cubicles fresh. Made from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual fragrance release for up to 30 days, offering effective and long-lasting freshness. Its flexible design allows it to adapt to most toilet bowl types, ensuring easy application and optimal fragrance diffusion.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">ëkco clip</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in an eco-friendly cellophane bag, reducing environmental impact.</span></p>
<p class=""s14""><strong><span class=""s2"">ëkco clip</span><span class=""s2""> offers a simple, effective, and eco-friendly solution for maintaining a fresh restroom environment.</span></strong></p>
<p class=""s14""><span> <img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_4623b21e-b090-4376-bd1d-5e4e3ab3fdb8.jpg?v=1773613427"" alt=""""></span></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9""><span class=""s4"">Effective odor protection</span></li>
<li class=""s9""><span class=""s4"">Unique design for optimal fragrance release</span></li>
<li class=""s9"">
<span class=""s8"">F</span><span class=""s4"">ragrance release for up to 30 days</span>
</li>
<li class=""s9"">
<span class=""s4"">Flexible shape fits almost all toilet </span><span class=""s4"">bowl </span><span class=""s4"">types</span>
</li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s9"">
<span class=""s4"">Significant cost savings</span><span class=""s4""> on toilet fragrancing</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly</span><span class=""s4""> water sources</span>
</li>
<li class=""s9""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,TBC-4O,33.0,shopify,570,deny,manual,4.39,,true,true,,,,,TBC-4O,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-4O-V1.jpg?v=1771490206,1,"",false,,,1746,,,,new,,,,,,,10,20,,,,,,orange-tropical-fruit,,tropical-fruit,,,,,,g,,,active
ekco-clip-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-4O-V3.jpg?v=1771490206,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekco-clip-orange-tropical-fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-4O-V2.jpg?v=1771490208,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekco-clip-blue-fresh,ëkco clip blue / fresh,"<p class=""s13""><span class=""s4"">ëkco clip</span><span class=""s4""> is an innovative toilet bowl freshener clip, designed to provide continuous odor control and keep toilet cubicles fresh. Made from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual fragrance release for up to 30 days, offering effective and long-lasting freshness. Its flexible design allows it to adapt to most toilet bowl types, ensuring easy application and optimal fragrance diffusion.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">ëkco clip</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in an eco-friendly cellophane bag, reducing environmental impact.</span></p>
<p class=""s14""><strong><span class=""s2"">ëkco clip</span><span class=""s2""> offers a simple, effective, and eco-friendly solution for maintaining a fresh restroom environment.</span></strong></p>
<p class=""s14""><span> <img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_4623b21e-b090-4376-bd1d-5e4e3ab3fdb8.jpg?v=1773613427"" alt=""""></span></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9""><span class=""s4"">Effective odor protection</span></li>
<li class=""s9""><span class=""s4"">Unique design for optimal fragrance release</span></li>
<li class=""s9"">
<span class=""s8"">F</span><span class=""s4"">ragrance release for up to 30 days</span>
</li>
<li class=""s9"">
<span class=""s4"">Flexible shape fits almost all toilet </span><span class=""s4"">bowl </span><span class=""s4"">types</span>
</li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s9"">
<span class=""s4"">Significant cost savings</span><span class=""s4""> on toilet fragrancing</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly</span><span class=""s4""> water sources</span>
</li>
<li class=""s9""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,TBC-3B,33.0,shopify,1043,deny,manual,4.39,,true,true,,,,,TBC-3B,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-3B-V1.jpg?v=1771490207,1,"",false,,,1746,,,,new,,,,,,,10,20,,,,,,blue-fresh,,fresh,,,,,,g,,,active
ekco-clip-blue-fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-3B-V3.jpg?v=1771490206,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekco-clip-blue-fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-3B-V2.jpg?v=1771490208,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekco-clip-green-apple,ëkco clip green / apple,"<p class=""s13""><span class=""s4"">ëkco clip</span><span class=""s4""> is an innovative toilet bowl freshener clip, designed to provide continuous odor control and keep toilet cubicles fresh. Made from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual fragrance release for up to 30 days, offering effective and long-lasting freshness. Its flexible design allows it to adapt to most toilet bowl types, ensuring easy application and optimal fragrance diffusion.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">ëkco clip</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in an eco-friendly cellophane bag, reducing environmental impact.</span></p>
<p class=""s14""><strong><span class=""s2"">ëkco clip</span><span class=""s2""> offers a simple, effective, and eco-friendly solution for maintaining a fresh restroom environment.</span></strong></p>
<p class=""s14""><span> <img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_4623b21e-b090-4376-bd1d-5e4e3ab3fdb8.jpg?v=1773613427"" alt=""""></span></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9""><span class=""s4"">Effective odor protection</span></li>
<li class=""s9""><span class=""s4"">Unique design for optimal fragrance release</span></li>
<li class=""s9"">
<span class=""s8"">F</span><span class=""s4"">ragrance release for up to 30 days</span>
</li>
<li class=""s9"">
<span class=""s4"">Flexible shape fits almost all toilet </span><span class=""s4"">bowl </span><span class=""s4"">types</span>
</li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s9"">
<span class=""s4"">Significant cost savings</span><span class=""s4""> on toilet fragrancing</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly</span><span class=""s4""> water sources</span>
</li>
<li class=""s9""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,TBC-2G,33.0,shopify,581,deny,manual,4.39,,true,true,,,,,TBC-2G,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-2G-V1.jpg?v=1771490202,1,"",false,,,1746,,,,new,,,,,,,10,20,,,,,,green-apple,,apple,,,,,,g,,,active
ekco-clip-green-apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-2G-V3.jpg?v=1771490206,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekco-clip-green-apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-2G-V2.jpg?v=1771490205,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekco-clip-purple-berry,ëkco clip purple / berry,"<p class=""s13""><span class=""s4"">ëkco clip</span><span class=""s4""> is an innovative toilet bowl freshener clip, designed to provide continuous odor control and keep toilet cubicles fresh. Made from a proprietary material infused with a deodorant-based fragrance, it ensures a gradual fragrance release for up to 30 days, offering effective and long-lasting freshness. Its flexible design allows it to adapt to most toilet bowl types, ensuring easy application and optimal fragrance diffusion.</span></p>
<p class=""s13""><span class=""s4"">Manufactured with recycled and 100% recyclable EVA plastic, </span><span class=""s4"">ëkco clip</span><span class=""s4""> is also biodegradable with the </span><span class=""s4"">Eco-One™ </span><span class=""s4"">additive, ensuring 93% decomposition within 3.5 years (99% within 5 years) in bioactive landfills. Additionally, it is packaged in an eco-friendly cellophane bag, reducing environmental impact.</span></p>
<p class=""s14""><strong><span class=""s2"">ëkco clip</span><span class=""s2""> offers a simple, effective, and eco-friendly solution for maintaining a fresh restroom environment.</span></strong></p>
<p class=""s14""><span> <img src=""https://cdn.shopify.com/s/files/1/0989/0542/4215/files/Header-desktop-1_4623b21e-b090-4376-bd1d-5e4e3ab3fdb8.jpg?v=1773613427"" alt=""""></span></p>
<p class=""s14""><span class=""s2"">Key benefits:</span></p>
<ul>
<li class=""s9"">
<span class=""s4"">Proprietary</span><span class=""s4""> material infused with a deodorant-based fragrance that releases gradually</span>
</li>
<li class=""s9""><span class=""s4"">Effective odor protection</span></li>
<li class=""s9""><span class=""s4"">Unique design for optimal fragrance release</span></li>
<li class=""s9"">
<span class=""s8"">F</span><span class=""s4"">ragrance release for up to 30 days</span>
</li>
<li class=""s9"">
<span class=""s4"">Flexible shape fits almost all toilet </span><span class=""s4"">bowl </span><span class=""s4"">types</span>
</li>
<li class=""s9""><span class=""s4"">Unique design, wide range of colors, and pleasant fragrances</span></li>
<li class=""s9"">
<span class=""s4"">Significant cost savings</span><span class=""s4""> on toilet fragrancing</span>
</li>
<li class=""s9""><span class=""s4"">100% recyclable and also biodegradable</span></li>
<li class=""s9""><span class=""s4"">Packaged in an eco-friendly cellophane bag</span></li>
<li class=""s9""><span class=""s4"">Complies with European VOC standards</span></li>
<li class=""s9"">
<span class=""s4"">Non-toxic to the environment</span><span class=""s4"">, particularly</span><span class=""s4""> water sources</span>
</li>
<li class=""s9""><span class=""s4"">Option for private branding through material cutouts and printing</span></li>
</ul>",Ekcos Europe OÜ,Home & Garden > Decor > Home Fragrances > Air Fresheners,"","",true,Title,Default Title,,,,,,,,TBC-1P,33.0,shopify,1026,deny,manual,4.39,,true,true,,,,,TBC-1P,https://cdn.shopify.com/s/files/1/0989/0542/4215/files/TBC-1P-V1.jpg?v=1771490204,1,"",false,,,1746,,,,new,,,,,,,10,20,,,,,,purple-berry,,berry,,,,,,g,,,active
